DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
kudu,Kudu,https://dbdb.io/db/kudu,https://dbdb.io/media/logos/apache-kudu.png.200x200_q85.png,"Last updated Jan. 4, 2022, 12:27 p.m.","Apache Kudu is an open source storage engine for structured data that is part of the Apache Hadoop ecosystem. Apache Kudu is designed and optimized for big data analytics on rapidly changing data. It is designed for fast performance on OLAP queries. Built for distributed workloads, Apache Kudu allows for various types of partitioning of data across multiple servers. Also, being a part of the Hadoop ecosystem, Kudu can be integrated with data processing frameworks like Spark, Impala and MapReduce.",Relational,Custom API,Shared-Nothing,https://kudu.apache.org/,https://github.com/apache/kudu,https://kudu.apache.org/docs/,Cloudera,US,2016,,Open Source,C++,,,Apache v2,Linux,Relational,Y,apache/kudu,apache,kudu,Y
kunlun,Kunlun,https://dbdb.io/db/kunlun,https://dbdb.io/media/logos/kunlun.svg,"Last updated June 27, 2022, 9:45 a.m.",Kunlun distributed relational DBMS design for OLTP workloads. It is based on a fork of PostgreSQL.,Relational,SQL,Shared-Nothing,http://www.zettadb.com/,https://github.com/zettadb/kunlun,http://www.zettadb.com/docs,Zetuo Technology,CN,2019,,"Hobby,Open Source",C,,,Commons Clause License,Linux,Relational,Y,zettadb/kunlun,zettadb,kunlun,Y
kvrocks,Kvrocks,https://dbdb.io/db/kvrocks,https://dbdb.io/media/logos/kvrocks.png.200x200_q85.png,"Last updated March 22, 2023, 10:04 a.m.","Kvrocks is a distributed key-value DBMS that is compatible with the,Redis,wire protocol.",Key/Value,Custom API,Shared-Nothing,https://kvrocks.apache.org/,https://github.com/KvrocksLabs/kvrocks,,Meitu,CN,2019,,"Commercial,Open Source",C++,,RocksDB,Apache v2,Linux,Key-value,Y,KvrocksLabs/kvrocks,KvrocksLabs,kvrocks,Y
kylin,Kylin,https://dbdb.io/db/kylin,https://dbdb.io/media/logos/kylin.png.200x200_q85.png,"Last updated Jan. 3, 2022, 11:06 p.m.","Kylin is an open source distributed data analytics engine on top of SparkSQL/Hive. It offers SQL interface to do OLAP on large datasets. Kylin is not a replacement for a massive parallel processing engine like Hive and Presto. It runs on top of these systems as a query accelerator. The way Kylin works is that it pre-calculates a set of data cubes, stores them in HBase, and directly looks up the results in them when receiving queries. If a query cannot be answered by the data cubes, it will be executed by the underlying process engine (like Hive). The data cubes are built when the dataset is imported. The user is responsible to specify which data cubes should be built.",Key/Value,SQL,Shared-Disk,http://www.kylin.io/,https://github.com/apache/kylin,http://kylin.apache.org/docs/,eBay,CN,2013,,Open Source,Java,,"Hive,Spark SQL",Apache v2,,Key-value,Y,apache/kylin,apache,kylin,Y
kyoto-cabinet,Kyoto Cabinet,https://dbdb.io/db/kyoto-cabinet,https://dbdb.io/media/logos/kyotocabinet.png.200x200_q85.png,"Last updated Dec. 11, 2018, 4:19 p.m.","Kyoto Cabinet is a library of routines to manage a database. It is a multithreaded key-value embedded database manager. Both keys and values are composed of variable-length bytes since there is no concept of data types in Kyoto Cabinet. All keys must be unique since there is no concept of tables in Kyoto Cabinet, which means a database contains a single table. Kyoto Cabinet is a successor and modern implementation of UNIX DBM by AT&T in 1979. It provides different object-oriented database implementations, which differ in whether using Hash Table or B+ Tree, or whether enabling cache. They are,BasicDB,(common interface),ProtoHashDB,(on-memory hash database),ProtoTreeDB,(on-memory tree database),StashDB,(lightweight on-memory hash database with cache),CacheDB,(on-memory database with LRU cache),GrassDB,(on-memory tree database with cache),HashDB,(file hash database),TreeDB,(file tree database),DirDB,(directory hash database),ForestDB,(directory tree database),TestDB,(text database) and,PolyDB,(polymorphic database). All of the implementations in Kyoto Cabinet support inserting, deleting and query operations. Moreover, the B+ Tree based implementations also support traversal operation. The file size for each record in Kyoto Cabinet can take either 4KB or 16KB space, based on whether using B+ Tree or Hash Table, and the total database size can be up to 8EB.",Key/Value,"Custom API,Command-line / Shell",Embedded,http://fallabs.com/kyotocabinet/,https://fallabs.com/kyotocabinet/pkg/,http://fallabs.com/kyotocabinet/api/,FAL Labs,JP,2009,,Open Source,C++,,,GPL v3,"BSD,Linux,OS X,Solaris,Windows",Key-value,,,,,Y
kyoto-tycoon,Kyoto Tycoon,https://dbdb.io/db/kyoto-tycoon,,"Last updated July 19, 2019, 12:08 a.m.",,Key/Value,,,http://fallabs.com/kyototycoon/,,,,JP,,,Open Source,,,Kyoto Cabinet,,,Key-value,,,,,
kuzu,Kùzu,https://dbdb.io/db/kuzu,https://dbdb.io/media/logos/kuzu_U0m66fP.png.200x200_q85.png,"Last updated March 15, 2023, 11:08 a.m.",Kùzu is an embedded graph-oriented DBMS.,Graph,Cypher,Embedded,https://kuzudb.com/,https://github.com/kuzudb/kuzu,https://kuzudb.com/docs/getting-started.html,University of Waterloo,CA,2020,,"Academic,Open Source",C++,,,MIT,Linux,Graph,Y,kuzudb/kuzu,kuzudb,kuzu,Y
lazer,Lazer,https://dbdb.io/db/lazer,,"Last updated Jan. 1, 2019, 12:40 a.m.",Lazer is a flat-file database written in PHP for storing JSON data. It runs embedded inside of a PHP application.,Document / XML,Custom API,Embedded,https://github.com/Greg0/Lazer-Database,https://github.com/Greg0/Lazer-Database,,Grzegorz Kuznik,PL,2013,,Open Source,PHP,,,MIT,Linux,Document,Y,Greg0/Lazer-Database,Greg0,Lazer-Database,Y
lealone,Lealone,https://dbdb.io/db/lealone,,"Last updated June 8, 2018, 7:04 p.m.",Lealone is a distributed relational DBMS based on the H2 embedded database.,Relational,SQL,Shared-Nothing,https://github.com/lealone/Lealone,https://github.com/lealone/Lealone,https://github.com/lealone/Lealone/tree/master/docs,,CN,2012,,Open Source,Java,,,"Eclipse Public License,Mozilla Public License",,Relational,Y,lealone/Lealone,lealone,Lealone,Y
leap,LEAP,https://dbdb.io/db/leap,https://dbdb.io/media/logos/leap.png.200x200_q85.png,"Last updated May 8, 2022, 8:41 p.m.","LEAP is an educational relational database management system. It supports relations, has a query language by which information can be extracted from the relations, and has a support environment for users querying the data.",Relational,,,http://leap.sourceforge.net/,https://sourceforge.net/projects/leap/,http://leap.sourceforge.net/page3.html,Richard Leyton,GB,1997,,"Educational,Open Source",C,,,GPL v2,,Relational,,,,,Y
ledisdb,LedisDB,https://dbdb.io/db/ledisdb,https://dbdb.io/media/logos/ledisdb.png.200x200_q85.png,"Last updated July 18, 2019, 6:35 p.m.","LedisDB is a NoSQL database written in Go. It is similar to Redis and implements redis protocol. It can be used as a replacement of Redis. However, it uses RocksDB, LevelDB or goleveldb as storage engine. Therefore, unlike Redis, the storage is not limited by memory. The name LedisDB comes from Level-Redis-DB.",Key/Value,"Custom API,HTTP / REST,Command-line / Shell","Shared-Nothing,Embedded",http://ledisdb.com/,https://github.com/siddontang/ledisdb,https://github.com/siddontang/ledisdb/wiki,Siddon Tang,CN,2014,,Open Source,Go,,"LevelDB,RocksDB",MIT,"Linux,OS X",Key-value,Y,siddontang/ledisdb,siddontang,ledisdb,Y
libmdbx,libmdbx,https://dbdb.io/db/libmdbx,,"Last updated Dec. 8, 2019, 9:53 p.m.","libmdbx is a embedded transactional key-value DBMS derived from,LMDB,.",Key/Value,,Embedded,https://abf.io/erthink/libmdbx,https://abf.io/erthink/libmdbx,,Positive Techlologies,RU,2015,,Open Source,,,,OpenLDAP Public License,,Key-value,,,,,Y
lightcloud,LightCloud,https://dbdb.io/db/lightcloud,https://dbdb.io/media/logos/lightcloud.png.200x200_q85.png,"Last updated Jan. 3, 2022, 11:12 p.m.",LightCloud is a distributed and persistent key-value database.,Key/Value,Custom API,Shared-Nothing,http://opensource.plurk.com/LightCloud/,,,Plurk Inc.,TW,2009,2010,Open Source,Python,,,,,Key-value,,,,,
lindb,LinDB,https://dbdb.io/db/lindb,https://dbdb.io/media/logos/lindb.png.200x200_q85.png,"Last updated May 6, 2020, 9:50 a.m.","LinDB is a distributed time-series DBMS written in Go. It is optimized especially for real-time writing and retrieval tasks, and is used internally by ELEME Inc. The internal version is Java based, however open sourced version is redesigned in Go.",Column Family,SQL,Shared-Nothing,https://lindb.io/,https://github.com/eleme/lindb,https://github.com/eleme/lindb/wiki,ELEME Inc.,CN,2019,,Open Source,Go,,etcd,Apache v2,,Wide column,Y,eleme/lindb,eleme,lindb,Y
lineairdb,LineairDB,https://dbdb.io/db/lineairdb,,"Last updated Dec. 16, 2021, 9:58 a.m.",LineairDB is an embeddable transactional key-value storage library.,Key/Value,Custom API,Embedded,https://github.com/LineairDB/LineairDB,https://github.com/LineairDB/LineairDB,https://lineairdb.github.io/LineairDB/,Nippon Telegraph and Telephone Corporation,JP,2020,,Open Source,C++,,,Apache v2,Linux,Key-value,Y,LineairDB/LineairDB,LineairDB,LineairDB,Y
litedb,LiteDB,https://dbdb.io/db/litedb,https://dbdb.io/media/logos/litedb.svg,"Last updated June 27, 2022, 9:47 a.m.",LiteDB is a embedded document-oriented DBMS for .NET applications.,Document / XML,SQL,Embedded,http://www.litedb.org,https://github.com/mbdavid/LiteDB,https://www.litedb.org/docs/,Mauricio David,BR,2014,,Open Source,C#,,,MIT,Windows,Document,Y,mbdavid/LiteDB,mbdavid,LiteDB,Y
littled,LittleD,https://dbdb.io/db/littled,,"Last updated April 26, 2018, 11:17 a.m.",,,,,https://github.com/graemedouglas/LittleD,https://github.com/graemedouglas/LittleD,,Graeme Douglas,CA,,,Open Source,,,,Apache v2,,,Y,graemedouglas/LittleD,graemedouglas,LittleD,Y
llamadb,LlamaDB,https://dbdb.io/db/llamadb,,"Last updated May 16, 2018, 7:20 p.m.",,,,,https://github.com/nukep/llamadb/,https://github.com/nukep/llamadb/,,Danny Spencer,CA,2015,2017,Open Source,Rust,,,MIT,,,Y,nukep/llamadb,nukep,llamadb,Y
lmdb,LMDB,https://dbdb.io/db/lmdb,https://dbdb.io/media/logos/lmdb.svg,"Last updated June 26, 2022, 10:57 p.m.","LMDB (Lightning Memory-Mapped Database) is a embedded database for key-value data based on B+trees. It is fully ACID transactional. The key features of LMDB are that it uses a single-level store based on memory-map files, which means that the OS is responsible for managing the pages (like caching frequently uses pages). It uses shared memory copy-on-write semantics with a single writer; readers do not block writers, writers do not block readers, and readers do not block readers. The system allows as many versions of data at any time as there are transactions (many read, one write). It also maintains a free list of pages to track and reuse pages instead of allocating memory each time.",Key/Value,Custom API,Shared-Memory,https://symas.com/lmdb/technical/,http://www.openldap.org/software/repo.html,http://www.lmdb.tech/doc/,Howard Chu,IE,2011,,"Commercial,Open Source",C,"C,C++,Clojure,Erlang,Go,Haskell,JavaScript,Julia,Lisp,Lua,Matlab,Nim,Objective-C,Ocaml,Perl,PHP,Python,R,Ruby,Rust,Swift,Tcl",,OpenLDAP Public License,"AIX,Android,BSD,iOS,Linux,OS X,Solaris,Windows",Key-value,,,,,Y
localsql,LocalSQL,https://dbdb.io/db/localsql,https://dbdb.io/media/logos/localsql.jpg.200x200_q85.jpg,"Last updated Dec. 29, 2019, 6:22 p.m.",LocalSQL is an embedded relational DBMS that provides library and command line tool for executing SQL statements on local database files.,Relational,SQL,Embedded,http://localsql.sourceforge.net/,https://sourceforge.net/projects/localsql/,http://localsql.sourceforge.net/README,Dave Berton,US,2001,,Open Source,,,,LGPL v2,,Relational,,,,,Y
locustdb,LocustDB,https://dbdb.io/db/locustdb,https://dbdb.io/media/logos/locustdb.png.200x200_q85.png,"Last updated Jan. 9, 2022, 8:18 a.m.","LocustDB is an experimental, single-node engine for parallel execution of analytical queries.",Relational,,,,https://github.com/cswinter/LocustDB,,Clemens Winter,US,2017,,Open Source,Rust,,,,,Relational,Y,cswinter/LocustDB,cswinter,LocustDB,Y
lokijs,LokiJS,https://dbdb.io/db/lokijs,https://dbdb.io/media/logos/lokijs.png.200x200_q85.png,"Last updated Jan. 5, 2022, 10:54 p.m.","LokiJS is an in-memory, document-oriented JavaScript database.",Document / XML,,Embedded,http://lokijs.org/,https://github.com/techfort/LokiJS,http://techfort.github.io/LokiJS/,Joe Minichino,IE,2013,,Open Source,JavaScript,,,,,Document,Y,techfort/LokiJS,techfort,LokiJS,Y
lovefield,Lovefield,https://dbdb.io/db/lovefield,https://dbdb.io/media/logos/lovefield.png.200x200_q85.png,"Last updated May 5, 2018, 9:40 p.m.",,,,,https://google.github.io/lovefield/,https://github.com/google/lovefield,,Google,US,2014,,Open Source,JavaScript,,,Apache v2,,,Y,google/lovefield,google,lovefield,Y
lowdb,LowDB,https://dbdb.io/db/lowdb,,"Last updated Jan. 7, 2022, 9:35 a.m.",,Document / XML,,Embedded,https://github.com/typicode/lowdb,https://github.com/typicode/lowdb,,,,2014,,Open Source,JavaScript,JavaScript,,MIT,,Document,Y,typicode/lowdb,typicode,lowdb,Y
lucene,Lucene,https://dbdb.io/db/lucene,https://dbdb.io/media/logos/apache-lucene.svg,"Last updated Dec. 5, 2022, 5:01 p.m.",Lucene is an open-source embedded search engine software library.,Document / XML,Custom API,Embedded,https://lucene.apache.org/,https://github.com/apache/lucene,https://lucene.apache.org/core/documentation.html,Apache Software Foundation,US,1999,,Open Source,Java,"Java,Python",,Apache v2,All OS with Java VM,Document,Y,apache/lucene,apache,lucene,Y
luciddb,LucidDB,https://dbdb.io/db/luciddb,https://dbdb.io/media/logos/luciddb_Z1MRu61.png.200x200_q85.png,"Last updated Jan. 4, 2022, 9:42 a.m.","LucidDB is a DBMS optimized for business intelligence. Its architecture supports column-store, bitmap indexing, hash join/aggregation, and page-level multi-versioning. LucidDB is designed to achieve flexible, high-performance data integration and sophisticated query processing, making it suitable for data warehousing and OLAP servers. It is part of the,Eigenbase,project.",,,,http://luciddb.sourceforge.net/,https://github.com/LucidDB/luciddb,,"LucidEra, Inc.",US,2004,,"Commercial,Open Source","C++,Java","Bash,Java,Python,Ruby",,"Apache v2,GPL v2,LGPL v2","Linux,OS X,Windows",,Y,LucidDB/luciddb,LucidDB,luciddb,Y
lungodb,LungoDB,https://dbdb.io/db/lungodb,https://dbdb.io/media/logos/lungodb.png.200x200_q85.png,"Last updated Nov. 10, 2019, 9:20 p.m.",LungoDB is a MongoDB-compatible embedded DBMS engine for Go applications.,Document / XML,Custom API,Embedded,https://github.com/256dpi/lungo,https://github.com/256dpi/lungo,https://godoc.org/github.com/256dpi/lungo,Joël Gähwiler,CH,2019,,Open Source,Go,,,MIT,,Document,Y,256dpi/lungo,256dpi,lungo,Y
m3db,M3DB,https://dbdb.io/db/m3db,https://dbdb.io/media/logos/m3db.svg,"Last updated June 30, 2022, 10:26 p.m.","M3DB is a distributed time series database developed for the,M3,metrics platform.",Relational,,,https://m3db.io/,https://github.com/m3db/m3,http://m3db.github.io/m3/m3db/,Uber,US,2018,,Open Source,Go,,,Apache v2,Linux,Relational,Y,m3db/m3,m3db,m3,Y
magma,Magma,https://dbdb.io/db/magma,https://dbdb.io/media/logos/magma.png.200x200_q85.png,"Last updated June 5, 2019, 9:02 p.m.","Magma is a multi-user object database designed for,Squeak,systems.",Object-Oriented,Custom API,,http://wiki.squeak.org/squeak/2665,http://www.squeaksource.com/Magma.html,,Chris Muller,US,2002,,Open Source,Smalltalk,Smalltalk,,MIT,,Object oriented,,,,,Y
mangodb,MangoDB,https://dbdb.io/db/mangodb,https://dbdb.io/media/logos/mangodb.png.200x200_q85.png,"Last updated Sept. 17, 2020, 9:42 p.m.","MangoDB is a parody DBMS of,MongoDB,. It supports the MongoDB wire protocol but all writes go to,/dev/null,(i.e., data is not stored and all writes are lost forever). It was inspired by the,""MongoDB is Webscale"",cartoon from 2010. Since any operation on the DBMS discards data, all operations complete in constant time.",Document / XML,Custom API,,https://github.com/dcramer/mangodb,https://github.com/dcramer/mangodb,,David Cramer,US,2012,,"Hobby,Open Source",Python,,,,Linux,Document,Y,dcramer/mangodb,dcramer,mangodb,Y
manticore-search,Manticore Search,https://dbdb.io/db/manticore-search,https://dbdb.io/media/logos/manticoresearch.png.200x200_q85.png,"Last updated May 4, 2022, 11:39 a.m.",Manticore Search is a full-text search and analytical database. It's designed to provide great performance on both small and large data volumes with no need to go deep into configuring it to achieve that.,Relational,"SQL,HTTP / REST",,https://manticoresearch.com/,https://github.com/manticoresoftware/manticoresearch,https://manual.manticoresearch.com/,Manticore Software Ltd,GB,2017,,"Commercial,Open Source",C++,"Elixir,Go,Java,JavaScript,Perl,PHP,Python,SQL",,GPL v2,"Linux,OS X,Windows",Relational,Y,manticoresoftware/manticoresearch,manticoresoftware,manticoresearch,Y
mapdb,MapDB,https://dbdb.io/db/mapdb,https://dbdb.io/media/logos/mapdb.png.200x200_q85.png,"Last updated Jan. 4, 2022, 9:54 p.m.","MapDB is an open-source embedded Java database engine and collection framework. It provides Maps, Sets, Lists, Queues, Bitmaps with range queries, expiration, compression, off-heap storage and streaming.",Object-Oriented,,Embedded,http://www.mapdb.org,https://github.com/jankotek/mapdb/,https://jankotek.gitbooks.io/mapdb/,Jan Kotek,CZ,2012,,Open Source,Java,Java,,Apache v2,,Object oriented,Y,jankotek/mapdb,jankotek,mapdb,Y
marcellodb,MarcelloDB,https://dbdb.io/db/marcellodb,https://dbdb.io/media/logos/marcellodb.svg,"Last updated June 27, 2022, 9:48 a.m.",MarcelloDB is an embedded object-oriented DBMS for C# Windows applications.,Object-Oriented,Custom API,Embedded,http://www.marcellodb.org/,https://github.com/markmeeus/MarcelloDB,http://markmeeus.github.io/MarcelloDB/,Mark Meeus,BE,2014,,Open Source,C#,C#,,MIT,Windows,Object oriented,Y,markmeeus/MarcelloDB,markmeeus,MarcelloDB,Y
mariadb,MariaDB,https://dbdb.io/db/mariadb,https://dbdb.io/media/logos/Mariadb-seal-browntext.svg,"Last updated June 27, 2022, 11:37 a.m.","MariaDB is a relational DBMS that started as a fork of MySQL. New features from MySQL are likely to be also added into MariaDB. In most cases, users can directly switch from MySQL to MariaDB without having to modify their application code.",Relational,"Custom API,SQL,Stored Procedures",,http://mariadb.org/,https://github.com/MariaDB/server,https://mariadb.org/documentation/,MariaDB Foundation,SE,2009,,Open Source,"Bash,C,C++,Perl","C,C#,C++,Java,Perl,PHP,Ruby,SQL",,GPL v2,"Linux,Windows",Relational,Y,MariaDB/server,MariaDB,server,Y
mariposa,Mariposa,https://dbdb.io/db/mariposa,https://dbdb.io/media/logos/mariposa.png.200x200_q85.png,"Last updated Jan. 17, 2019, 10:15 p.m.",Mariposa was an experimental distributed database management system developed by Mike Stonebraker at the University of Calfornia-Berkeley.,Relational,,Shared-Nothing,http://mariposa.cs.berkeley.edu/,http://mariposa.cs.berkeley.edu/download.html,,University of Calfornia-Berkeley,US,1994,,"Academic,Open Source",,,,BSD,,Relational,,,,,Y
matrixone,MatrixOne,https://dbdb.io/db/matrixone,https://dbdb.io/media/logos/matrixone.png.200x200_q85.png,"Last updated April 1, 2022, 8:36 p.m.",MatrixOne is an HTAP DBMS written in Go.,Relational,SQL,,https://www.matrixorigin.io/,https://github.com/matrixorigin/matrixone,https://docs.matrixorigin.io/,MatrixOrigin,CN,2021,,"Commercial,Open Source",Go,,,Apache v2,,Relational,Y,matrixorigin/matrixone,matrixorigin,matrixone,Y
mcdb,mcdb,https://dbdb.io/db/mcdb,,"Last updated June 1, 2018, 8:51 p.m.","mcdb (""mmap constant database"") is based on the cdb library for creating and reading constant (i.e., immutable) databases.",Key/Value,,,https://github.com/gstrauss/mcdb,https://github.com/gstrauss/mcdb,,Glenn Strauss,US,2010,,Open Source,C,,,LGPL v2,,Key-value,Y,gstrauss/mcdb,gstrauss,mcdb,Y
mckoi-sql-database,Mckoi SQL Database,https://dbdb.io/db/mckoi-sql-database,https://dbdb.io/media/logos/mckoi.png.200x200_q85.png,"Last updated June 30, 2022, 10:59 p.m.",Mckoi SQL Database is a relational DBMS written in Java.,Relational,SQL,"Shared-Everything,Embedded",http://mckoi.com/originalmckoisql/index.html,https://github.com/Mckoi/origsqldb,http://mckoi.com/database/FAQ.html,"Diehl and Associates, Inc.",US,1998,,"Commercial,Open Source",Java,,,GPL v2,All OS with Java VM,Relational,Y,Mckoi/origsqldb,Mckoi,origsqldb,Y
meilisearch,Meilisearch,https://dbdb.io/db/meilisearch,https://dbdb.io/media/logos/meilisearch.svg,"Last updated July 1, 2022, 12:47 p.m.",Meilisearch is a document-oriented search engine.,Document / XML,"Custom API,HTTP / REST",,https://www.meilisearch.com/,https://github.com/meilisearch/meilisearch,https://docs.meilisearch.com/,Meilisearch,FR,2018,,"Commercial,Open Source",Rust,,,MIT,"Hosted,Linux,OS X",Document,Y,meilisearch/meilisearch,meilisearch,meilisearch,Y
memcached,Memcached,https://dbdb.io/db/memcached,https://dbdb.io/media/logos/memcached2021.svg,"Last updated June 26, 2022, 11:03 p.m.","Memcached (pronunciation: mem-cash-dee) is a distributed in-memory key-value storage system, usually used for caching objects in memory to speed up database applications. Typically, users wrap database queries with Memcached get/set operations to cache recently-used objects.",Key/Value,Custom API,,https://memcached.org/,https://github.com/memcached/memcached,https://github.com/memcached/memcached/wiki,Danga Interactive,US,2003,,"Commercial,Open Source",C,,,BSD,"AIX,BSD,Linux,OS X,Solaris,Windows",Key-value,Y,memcached/memcached,memcached,memcached,Y
memgraph,Memgraph,https://dbdb.io/db/memgraph,https://dbdb.io/media/logos/memgraph.svg,"Last updated Jan. 3, 2023, 12:30 p.m.","Memgraph is a native fully distributed in-memory graph database built to handle real-time use-cases. It features full ACID-compliant transactions and strong consistency, and uses the RAFT algorithm for replication. It supports the standardized openCypher query language. Various graph algorithms are also shipped with the database, such as breadth first search and weighted shortest path. Memgraph is available on-premises or in-cloud, and is offered in a single node or distributed version.",Graph,Cypher,,https://memgraph.com,https://github.com/memgraph/memgraph,https://docs.memgraph.com,Dominik Tomicevic and Marko Budiselic,GB,2016,,"Commercial,Open Source","C,C++",,,Business Source License,Linux,Graph,Y,memgraph/memgraph,memgraph,memgraph,Y
memstate,Memstate,https://dbdb.io/db/memstate,https://dbdb.io/media/logos/memstate.png.200x200_q85.png,"Last updated Dec. 10, 2019, 3:59 p.m.",Memstate is a transactional in-memory object-oriented DBMS. It uses PostgreSQL or EventStore as its back-end storage layer.,Object-Oriented,Custom API,,https://memstate.io,https://github.com/devrexlabs/memstate,https://memstate.io/docs/,Devrex Labs,SE,2017,,"Commercial,Open Source",C#,,,"GPL v3,LGPL v3",,Object oriented,Y,devrexlabs/memstate,devrexlabs,memstate,Y
mentat,Mentat,https://dbdb.io/db/mentat,https://dbdb.io/media/logos/mentat.png.200x200_q85.png,"Last updated Jan. 6, 2022, 10:31 p.m.","Project Mentat is a persistent, embedded knowledge base written in Rust.",Relational,,,https://mozilla.github.io/mentat/,https://github.com/mozilla/mentat,https://github.com/mozilla/mentat/wiki,Mozilla,US,2016,,Open Source,Rust,,,Apache v2,,Relational,Y,mozilla/mentat,mozilla,mentat,Y
metalbase,MetalBase,https://dbdb.io/db/metalbase,https://dbdb.io/media/logos/metalbase.svg,"Last updated June 27, 2022, 1:11 p.m.","MetalBase is a small relational database management system. It has all the pieces that a relational database should have from the early 1990s: C interface, curses interface, and a report writer.",Relational,,,,https://github.com/apavlo/metalbase,,Richard P Jernigan IV,US,,,Open Source,C,,,,Linux,Relational,Y,apavlo/metalbase,apavlo,metalbase,Y
milvus,Milvus,https://dbdb.io/db/milvus,https://dbdb.io/media/logos/milvus.svg,"Last updated June 27, 2022, 11:40 a.m.",Milvus is a vector DBMS design to to store vectors generated by machine learning models and neural networks.,Array / Matrix,Custom API,,https://milvus.io/,https://github.com/milvus-io/milvus,https://milvus.io/docs/,The Milvus Project,CN,2019,,Open Source,Go,,,Apache v2,,Array,Y,milvus-io/milvus,milvus-io,milvus,Y
mldb,MLDB,https://dbdb.io/db/mldb,https://dbdb.io/media/logos/mldbai.png.200x200_q85.png,"Last updated June 9, 2018, 8:56 a.m.",MLDB is an open-source database designed for machine learning.,,"SQL,HTTP / REST",,https://mldb.ai/,https://github.com/mldbai/mldb,https://docs.mldb.ai/doc/#builtin/Overview.md.html,MLDB.ai,CA,2015,,"Commercial,Open Source",C++,,,Apache v2,,,Y,mldbai/mldb,mldbai,mldb,Y
mnesia,Mnesia,https://dbdb.io/db/mnesia,https://dbdb.io/media/logos/mnesia.png.200x200_q85.png,"Last updated Nov. 12, 2019, 10:14 a.m.",Mnesia is a distributed relational DBMS written in the Erlang.,Relational,Custom API,,http://www.erlang.org/doc/man/mnesia.html,https://github.com/erlang-labs/mnesia,http://erlang.org/doc/apps/mnesia/,Ericsson,FI,,,Open Source,Erlang,,,,,Relational,Y,erlang-labs/mnesia,erlang-labs,mnesia,Y
modeshape,ModeShape,https://dbdb.io/db/modeshape,https://dbdb.io/media/logos/modeshape.png.200x200_q85.png,"Last updated Jan. 8, 2022, 8:46 a.m.","ModeShape is a hierarchical, transactional, and consistent data store with support for queries, full-text search, events, versioning, references, and dynamic schemas.",Object-Oriented,"Custom API,SQL,HTTP / REST",,http://modeshape.jboss.org/,https://github.com/ModeShape/modeshape,https://docs.jboss.org/author/display/MODE50/,Red Hat,US,2008,,"Commercial,Open Source",Java,,,Apache v2,All OS with Java VM,Object oriented,Y,ModeShape/modeshape,ModeShape,modeshape,Y
mondrian,Mondrian,https://dbdb.io/db/mondrian,https://dbdb.io/media/logos/modrian.png.200x200_q85.png,"Last updated Jan. 5, 2022, 11:08 p.m.",Mondrian is an OLAP query execution engine written in Java.,Relational,,,https://mondrian.pentaho.com/,https://github.com/pentaho/mondrian,https://mondrian.pentaho.com/documentation/,Pentaho,US,2002,,"Commercial,Open Source",Java,,,Eclipse Public License,,Relational,Y,pentaho/mondrian,pentaho,mondrian,Y
monetdb,MonetDB,https://dbdb.io/db/monetdb,https://dbdb.io/media/logos/monetdb.png.200x200_q85.png,"Last updated Jan. 4, 2022, 10:41 p.m.",,Column Family,SQL,,https://www.monetdb.org/,https://github.com/MonetDB/MonetDB,https://www.monetdb.org/Documentation,CWI,NL,2002,,"Academic,Open Source",C,,,Mozilla Public License,"Linux,OS X,Windows",Wide column,Y,MonetDB/MonetDB,MonetDB,MonetDB,Y
mongodb,MongoDB,https://dbdb.io/db/mongodb,https://dbdb.io/media/logos/mongodb.svg,"Last updated Nov. 14, 2022, 9:23 a.m.","MongoDB is a free and open-source cross-platform document-oriented program. It is a NoSQL database uses JSON-like documents with schemas-less. Ad hoc queries, indexing and real time aggregation provide powerful ways to access and analyze the data. It is a distributed database at its core that provides high availability, horizontal scaling, and geographic distribution.",Document / XML,Custom API,,http://www.mongodb.com,https://github.com/mongodb/mongo,https://docs.mongodb.com/,MongoDB Inc.,US,2009,,"Commercial,Open Source",,,,Server Side Public License,"Linux,OS X,Solaris,Windows",Document,Y,mongodb/mongo,mongodb,mongo,Y
mulgara,Mulgara,https://dbdb.io/db/mulgara,https://dbdb.io/media/logos/mulgara.png.200x200_q85.png,"Last updated June 3, 2018, 10:11 p.m.",Mulgara is a RDF DBMS written entirely in Java,Triplestore (RDF),SPARQL,,http://www.mulgara.org/,https://github.com/quoll/mulgara,http://mulgara.org/documentation.html,,US,2006,,Open Source,Java,,,Open Software License 3.0,,RDF,Y,quoll/mulgara,quoll,mulgara,Y
mutable,mutable,https://dbdb.io/db/mutable,https://dbdb.io/media/logos/mutable.svg,"Last updated June 27, 2022, 11:43 a.m.",mutable is an academic DBMS designed to support rapid prototyping of research ideas while also maintaining performance that is competitive with state-of-the-art systems.,,,,https://bigdata.uni-saarland.de/projects/mutable,,,Saarland University,DE,2019,,"Academic,Open Source",,,,,,,,,,,
